NroCliente,EstadoCuenta,Edad,Genero,NroDependientes,NivelEducativo,EstadoCivil,IngresosAnual,TipoTarjeta,Antiguedad,NroProductosBanco,MesesInactivos_Ult_Año,Reclamos_Ult_año,CupoMax,Transacciones_Ult_año
715699983,1,56,1,3,4,2,4,1,36,5,1,3,9226.0,29
818942433,1,54,0,4,1,3,2,1,49,6,1,1,9376.0,33
712459233,1,59,0,1,6,2,3,1,46,5,3,3,1944.0,57
716545383,1,42,1,3,2,4,3,1,36,3,1,0,9599.0,38
721144383,1,42,1,4,5,2,4,2,28,5,1,2,28202.0,38
821837958,1,43,1,3,3,1,5,1,39,3,3,1,24850.0,25
804359133,1,55,1,0,4,2,6,1,49,5,3,3,3805.0,27
713308683,1,52,1,1,2,4,5,1,37,5,2,2,2733.0,39
788780958,1,46,1,1,2,1,3,1,27,6,3,3,12781.0,21
717354558,0,57,1,2,2,2,6,1,40,3,3,3,3106.0,17
798473808,1,48,1,3,3,2,5,1,42,3,3,0,7477.0,32
712372158,1,45,1,4,1,2,6,1,33,6,1,3,34516.0,47
715192308,1,48,1,2,4,2,6,1,36,6,5,2,29963.0,28
708813033,1,47,1,1,5,4,3,1,36,5,3,0,6509.0,37
714639783,0,42,1,3,3,2,4,1,34,3,3,3,13450.0,18
709311633,1,41,1,2,5,1,4,2,36,6,2,0,27000.0,39
709470858,1,51,1,4,3,2,6,2,31,5,2,1,34516.0,25
717292758,1,55,0,2,5,4,2,1,47,5,3,2,6347.0,44
779241783,1,67,1,1,2,2,3,1,49,4,3,2,3106.0,38
715205358,1,39,1,1,5,2,4,1,31,4,1,1,2536.0,35
778871508,1,54,1,3,6,4,4,1,35,6,3,0,13048.0,24
779462433,1,55,0,2,1,2,2,1,37,3,3,1,2453.0,50
710147958,1,47,1,3,4,2,3,2,36,3,2,2,16138.0,33
709864833,1,49,1,2,6,2,4,1,38,3,2,0,8077.0,26
778868958,0,42,0,2,5,2,2,1,23,3,3,3,1929.0,36
717276708,1,57,1,2,1,4,5,1,36,3,3,2,3127.0,30
710004933,1,44,1,5,2,2,4,1,36,3,3,2,8645.0,25
753606108,1,56,1,3,1,4,4,1,49,3,1,3,1438.3,22
710940183,0,49,0,3,5,2,2,1,38,6,3,2,2185.0,20
718927533,1,45,1,3,5,4,5,1,32,5,2,2,24487.0,42
719337408,1,63,1,0,4,2,4,1,36,6,2,3,2567.0,43
772308408,1,44,1,3,5,4,5,1,33,6,3,3,4131.0,22
712981383,1,44,0,4,3,2,2,2,37,3,2,2,10790.0,16
790099758,1,40,1,3,4,2,3,1,33,4,3,3,6884.0,11
709547658,0,39,1,2,2,4,4,1,36,5,3,3,13961.0,20
778770783,1,42,1,4,4,2,5,1,30,6,1,0,29801.0,21
713134458,1,54,1,3,4,2,6,1,43,4,1,1,13219.0,24
712159083,0,58,0,4,1,2,2,1,46,2,3,3,2536.0,35
713639958,1,46,0,4,5,3,2,1,36,5,3,1,9478.0,41
771180033,1,47,0,4,1,3,3,1,34,6,1,2,3502.0,31
717916758,1,67,0,0,1,2,1,1,56,4,3,3,10509.0,34
711089733,1,50,0,2,3,3,2,1,36,3,3,0,1491.0,34
716988633,1,55,1,0,4,3,4,1,46,6,1,2,9734.0,38
779031033,1,46,0,2,5,2,3,1,22,6,1,3,2305.0,36
716302383,1,47,0,4,2,2,3,1,36,3,1,3,14241.0,44
718281408,1,36,0,2,1,2,3,1,25,3,1,2,4789.0,29
721333233,1,40,1,4,7,3,4,1,34,4,2,3,23138.0,39
794496033,1,57,1,2,1,4,5,1,38,6,1,3,23008.0,36
710519433,1,48,1,1,1,3,5,1,36,3,1,0,3131.0,40
814995933,1,58,0,3,5,2,2,1,53,5,3,2,5798.0,45
721469433,1,48,1,3,5,4,3,1,36,5,2,3,6880.0,35
788386908,1,48,1,3,5,1,5,4,41,3,2,2,34516.0,29
717198633,1,53,0,2,3,2,3,1,34,6,2,1,2075.0,49
767695083,1,50,1,2,5,2,5,1,44,3,3,0,4589.0,37
711791583,0,52,0,1,5,4,2,1,40,1,2,2,2317.0,19
712315683,0,53,0,2,2,4,2,1,45,1,1,1,1981.0,25
710038008,1,56,0,1,5,4,3,1,47,3,2,1,6038.0,30
789129033,1,44,1,5,1,4,5,1,32,5,3,2,14910.0,26
718349058,1,49,1,3,4,2,5,1,39,3,3,2,29659.0,21
789842283,0,54,1,2,5,2,4,1,42,3,3,2,4320.0,21
714513033,1,39,0,1,1,4,3,1,36,6,1,3,11213.0,23
714717483,1,39,0,3,2,3,1,1,29,5,1,2,26181.0,35
714900408,1,41,0,4,4,4,2,1,31,3,1,0,5773.0,39
719418933,0,53,1,2,2,2,5,1,36,1,3,3,4503.0,20
720115683,1,47,1,3,2,2,5,1,36,6,2,2,29770.0,42
779504058,1,46,0,2,6,2,2,1,28,5,1,1,5014.0,25
795979833,1,53,0,1,4,2,2,1,47,6,1,2,3445.0,31
717392358,1,60,1,1,5,2,5,1,50,6,2,2,23412.0,50
718640508,1,59,0,0,5,4,2,1,46,4,1,2,3044.0,36
803366358,1,38,1,1,1,4,4,1,29,5,2,1,14596.0,25
709230708,1,56,1,4,2,4,2,1,36,3,2,2,3864.0,42
781794708,0,35,1,3,6,1,5,1,29,2,1,3,17030.0,25
801383808,1,50,1,3,5,4,4,1,44,4,2,3,23090.0,24
710677608,1,53,1,2,6,1,5,1,36,4,2,0,29205.0,43
708217758,1,63,1,2,5,2,4,1,49,5,2,3,14035.0,30
714272658,0,43,0,2,2,4,2,1,24,2,3,2,2962.0,31
717469158,1,46,1,2,1,2,5,1,30,6,3,0,18578.0,54
711864783,1,61,1,1,2,4,4,1,46,5,3,2,2201.0,32
719407983,1,37,0,0,6,2,2,1,25,4,3,2,2061.0,60
710665533,1,42,0,5,7,2,1,1,23,4,2,2,24602.0,44
716804283,1,41,1,2,2,3,6,1,29,3,2,2,15911.0,33
767294658,0,56,1,2,3,4,6,1,50,2,2,3,16867.0,14
709122483,1,56,1,3,5,2,4,1,37,3,3,0,2783.0,54
708241233,0,52,0,3,6,4,2,1,47,3,3,2,2972.0,25
717860358,1,40,0,3,4,4,3,1,36,5,3,2,5124.0,42
789337233,1,63,1,1,5,2,3,1,53,6,6,2,2880.0,26
720902133,1,58,1,1,4,4,3,1,46,4,1,0,5579.0,35
721043058,1,58,1,4,1,2,4,1,44,5,1,3,12010.0,35
711870333,1,46,1,2,2,3,5,1,36,6,3,3,34516.0,51
708398283,1,37,0,1,5,2,3,1,29,5,2,2,4394.0,32
715878183,1,46,1,4,5,4,5,1,35,4,3,3,18325.0,33
719451483,1,46,0,4,6,2,2,1,37,5,3,2,3773.0,25
709110633,1,41,1,1,5,4,5,1,29,5,1,3,21684.0,24
721059033,1,48,0,3,4,3,3,1,40,4,1,2,1919.0,33
779912283,1,49,0,3,5,4,3,1,33,5,3,2,9995.0,38
717701733,1,44,1,2,5,2,5,1,35,3,2,2,11910.0,39
709913733,1,39,0,3,3,2,2,1,36,4,2,0,2279.0,32
718768158,1,57,1,1,3,4,3,1,48,3,1,2,3539.0,23
721375308,1,48,1,3,4,2,5,1,36,5,1,3,30579.0,19
711374283,1,47,1,3,4,4,5,1,42,4,1,0,24480.0,32
822893133,1,56,0,1,2,3,1,1,52,6,1,2,17561.0,33
778465533,1,54,0,0,3,2,2,1,40,3,1,2,1638.0,51
712138983,1,54,1,1,5,2,4,1,36,3,3,2,2947.0,53
716920908,1,52,1,4,4,2,5,1,42,6,1,0,5738.0,48
708095133,1,43,1,4,1,1,6,1,34,5,2,2,33304.0,29
711195558,1,59,1,1,3,4,3,1,48,6,3,3,7251.0,36
772735758,1,44,1,1,1,2,1,1,34,6,2,0,2885.0,31
712024908,1,56,0,1,3,2,2,1,36,6,2,3,2641.0,39
778239933,1,45,0,4,5,2,1,1,35,6,3,0,2801.0,46
714893733,1,55,1,1,4,2,5,1,45,3,3,3,16794.0,33
754886958,1,48,0,3,3,3,3,1,41,4,1,3,9336.0,39
710104908,1,56,0,5,3,4,2,1,43,4,1,0,2763.0,31
710558883,1,41,1,3,2,2,4,1,36,5,3,2,17391.0,27
713827383,1,65,0,1,4,2,2,1,36,3,2,0,3198.0,44
720267033,1,34,1,4,6,4,5,1,26,3,3,2,5100.0,63
712049208,1,56,1,3,6,2,4,1,39,3,1,2,3955.0,25
708688608,1,62,0,1,4,2,2,1,48,5,3,1,3140.0,41
716223708,0,45,0,3,2,4,1,1,36,3,3,3,4028.0,22
713217858,1,38,0,2,2,4,2,1,32,5,3,3,2264.0,28
819352983,1,49,1,3,1,1,6,1,44,5,2,2,21620.0,33
711019308,1,58,1,2,4,4,4,1,45,3,2,0,6385.0,47
768600558,1,41,0,4,5,4,3,1,31,4,2,3,2375.0,28
710202783,1,33,1,2,5,2,4,1,13,3,3,3,1963.0,37
712899333,1,47,0,4,3,4,2,1,37,6,2,2,4256.0,29
767036433,1,56,0,1,5,2,2,1,49,5,1,0,5097.0,45
793473033,1,51,1,1,5,4,4,1,45,3,2,3,3228.0,33
721232058,1,49,1,1,5,1,3,2,41,6,1,3,20231.0,36
719443683,0,50,1,1,1,4,6,1,39,3,2,3,27512.0,25
715449333,1,55,0,3,1,2,3,1,47,5,2,0,1929.0,50
717998058,1,26,1,0,5,4,2,1,13,6,3,2,2585.0,40
779610033,0,58,1,1,3,2,5,1,47,3,3,3,12151.0,14
827332983,1,46,1,3,4,4,5,3,42,3,2,2,34516.0,31
721183983,1,48,1,4,4,2,6,1,31,6,3,1,34516.0,37
718426533,1,42,1,4,2,3,4,1,32,4,1,2,5504.0,32
710698233,1,37,1,4,5,2,5,1,28,4,1,2,10021.0,40
780253533,1,63,0,0,1,2,2,1,49,5,3,0,3558.0,31
793581933,1,50,1,3,4,4,3,2,44,4,3,4,19853.0,55
719229708,1,41,0,1,4,4,3,1,31,6,3,2,4969.0,32
715158483,1,48,0,3,5,3,2,1,40,3,2,3,3117.0,37
809296308,1,46,1,2,3,4,5,1,41,4,2,0,21526.0,37
778176108,1,61,1,0,4,4,4,1,51,4,2,2,5504.0,38
796532958,1,59,0,0,1,2,2,1,53,4,3,2,5512.0,49
709345008,0,53,0,2,7,2,1,1,39,1,2,3,1438.3,22
717049533,1,39,0,3,7,1,3,1,28,5,3,0,7262.0,28
719366358,1,51,1,3,4,2,6,1,40,6,3,2,7319.0,29
721417233,0,45,1,2,5,2,4,1,25,3,5,3,1438.3,27
711622683,1,48,1,4,1,4,4,1,30,4,3,3,7712.0,39
714578283,1,47,1,1,5,2,4,1,37,6,3,0,2053.0,28
769574883,1,41,1,2,4,2,3,1,32,3,1,3,12804.0,37
717643608,1,48,1,4,3,2,5,1,36,3,3,2,26443.0,36
709198158,1,50,0,4,5,4,2,1,36,6,2,0,3125.0,46
712419708,1,56,0,2,6,2,2,1,48,6,1,2,4930.0,53
709103358,1,39,0,2,3,4,2,1,36,6,3,3,9476.0,27
716966808,1,47,1,1,5,2,5,1,37,6,3,3,11722.0,35
772264383,1,44,1,2,5,4,6,1,33,4,1,3,13301.0,50
721057758,1,61,0,1,1,2,1,1,47,4,2,3,1438.3,27
769137108,0,43,0,2,6,2,2,1,37,3,3,1,1438.3,28
717640083,0,59,1,1,4,2,4,1,36,3,2,3,6705.0,18
716445783,1,42,0,2,2,2,1,1,31,4,2,0,22718.0,37
708579633,1,40,1,4,1,3,3,3,28,4,2,2,23981.0,34
718715583,1,65,1,2,1,2,2,1,56,4,2,4,2318.0,35
778686408,1,48,1,1,3,2,4,1,29,4,3,2,19324.0,50
715015683,1,44,1,2,5,4,3,1,34,5,3,1,5331.0,39
805254708,1,36,0,4,1,2,1,1,31,5,2,0,15700.0,48
710462433,1,45,1,4,5,4,4,1,30,6,2,2,17625.0,39
721342383,1,39,1,2,5,2,5,1,34,6,3,2,17438.0,37
720179883,1,40,1,4,3,1,5,1,25,3,3,1,1962.0,27
794977533,0,62,1,0,4,2,4,1,56,3,3,2,8077.0,16
779445108,1,26,1,0,5,4,3,1,13,6,1,2,3290.0,54
718193958,1,60,1,0,2,4,2,1,53,5,3,2,2402.0,53
710955633,1,54,0,3,7,4,2,1,42,6,1,0,9256.0,37
716149383,1,62,1,0,5,2,4,1,36,6,3,3,3674.0,48
752604633,0,57,1,2,3,2,3,1,50,2,5,3,6462.0,17
713889933,1,59,1,0,5,4,3,1,48,4,2,2,1638.0,44
709446783,1,46,1,4,5,4,4,1,38,3,3,2,4335.0,36
789115833,1,44,1,4,4,4,4,1,32,5,3,2,3233.0,29
711242058,0,48,1,4,1,4,5,1,36,1,3,1,11862.0,16
787623858,1,43,1,2,2,3,6,2,24,4,2,0,34516.0,45
709040508,1,57,1,4,2,2,6,1,38,6,6,2,19802.0,58
708864708,1,46,1,3,3,1,5,1,36,4,2,2,24869.0,36
717758583,1,40,1,3,4,1,4,1,36,4,2,1,3624.0,23
715416633,1,54,1,1,1,2,5,1,36,4,1,2,6175.0,59
717956283,1,57,0,1,5,4,3,1,48,5,1,0,10953.0,29
721379433,1,44,1,4,5,2,4,1,28,6,2,3,11338.0,24
712027683,1,47,0,2,7,2,2,1,35,3,2,2,5544.0,38
716027208,1,47,1,4,7,2,4,1,36,4,1,1,19665.0,58
720475233,1,50,0,2,4,2,2,1,43,6,2,3,2927.0,26
712275108,1,53,0,3,3,2,3,1,33,4,3,3,5146.0,44
718121658,0,56,1,1,3,2,4,1,44,5,3,3,1704.0,17
711593808,0,55,1,1,4,2,4,1,46,2,2,3,1438.3,18
716222808,1,53,0,4,4,2,2,1,36,6,1,3,2974.0,45
718731183,0,61,1,1,1,2,3,1,49,1,2,2,5472.0,14
788779008,1,57,1,2,4,2,4,1,38,3,1,2,2736.0,25
710404533,1,50,1,2,5,2,5,1,37,6,2,1,1438.3,40
711173058,1,56,0,2,1,2,1,1,45,4,3,0,5406.0,29
715383108,1,52,1,2,5,4,6,1,44,5,1,1,34516.0,50
711697158,1,60,1,0,5,2,2,1,36,6,2,2,1976.0,43
709186983,1,49,1,4,2,2,5,1,40,3,1,1,8714.0,38
808964433,1,46,0,4,7,3,2,1,41,4,1,1,8693.0,45
711948333,1,42,1,1,2,2,5,1,36,6,1,2,9247.0,30
710541858,1,45,1,3,4,2,2,1,33,6,5,0,7717.0,37
713865333,0,45,0,4,2,2,2,1,38,3,4,3,4908.0,21
797707008,0,44,0,3,7,2,2,1,38,6,1,3,7222.0,18
713490483,1,61,1,0,2,4,5,1,48,6,2,2,21740.0,54
720370533,0,55,1,3,2,2,4,1,44,3,2,2,2323.0,15
779743908,1,44,1,4,1,3,4,1,29,4,2,2,7788.0,30
718675158,0,55,0,1,1,2,2,1,36,4,1,3,1438.3,22
710784333,1,57,1,2,1,2,6,1,36,3,2,2,23700.0,28
816596583,1,45,1,2,7,2,5,1,40,6,3,1,11710.0,50
717517758,1,57,0,0,4,2,3,1,45,3,2,2,2278.0,45
712880283,1,31,1,0,2,2,3,1,22,3,3,0,4048.0,45
753226158,1,34,0,2,5,2,2,1,24,6,2,2,3663.0,35
720605808,0,53,0,1,5,4,2,1,36,2,2,3,1438.3,17
758317233,1,35,0,1,3,4,1,1,28,4,5,2,3518.0,60
711028308,1,44,0,4,5,2,2,1,36,4,1,0,1717.0,29
814852533,1,50,1,1,5,2,5,1,45,3,2,2,16813.0,46
711526533,1,33,1,3,6,2,5,1,25,4,2,3,16434.0,37
804403908,1,50,1,3,5,4,4,1,45,4,2,3,21872.0,31
716999883,1,51,1,4,4,2,5,1,41,5,2,0,15897.0,43
716452083,1,56,0,4,1,2,2,1,46,5,3,2,4271.0,50
787599258,1,55,0,3,5,4,2,1,29,6,1,2,7361.0,34
714495258,1,26,1,0,3,4,2,1,36,4,1,3,1438.3,37
717713283,1,42,0,3,5,2,2,1,33,6,3,3,8628.0,58
789317883,1,54,1,2,3,2,5,1,44,4,3,3,18750.0,36
714500883,1,44,0,3,5,2,1,1,36,4,2,3,21242.0,37
789467508,1,65,0,0,5,2,3,1,56,5,3,0,2961.0,57
710317758,1,38,0,3,4,2,1,1,29,4,2,2,11327.0,38
711231558,1,58,1,3,4,2,4,1,40,6,1,3,8308.0,37
716829483,1,39,0,3,6,2,3,1,28,4,2,2,3249.0,36
779713608,1,52,1,2,4,2,6,1,36,5,1,2,2981.0,30
711628458,1,45,0,3,5,2,2,1,31,4,1,0,8829.0,45
718943508,1,42,1,3,1,4,5,1,33,3,3,2,3714.0,35
770724558,0,42,1,2,3,2,4,1,28,6,1,3,7340.0,24
783561558,1,57,1,4,6,2,6,1,51,4,2,3,16952.0,61
719309958,0,55,1,3,7,4,5,1,35,4,1,3,20865.0,25
788785083,1,44,0,3,3,1,2,1,25,6,3,2,3083.0,78
780481308,1,37,0,3,5,2,1,1,24,3,2,2,10584.0,33
711757383,1,50,0,3,1,2,2,1,42,4,1,2,2240.0,39
787550808,1,51,1,2,5,2,3,1,40,5,1,2,12240.0,26
779863533,1,37,1,1,5,2,5,1,21,6,2,0,5120.0,32
714529233,1,36,0,2,5,2,2,1,24,3,1,3,3124.0,41
708177333,1,51,0,2,4,2,2,2,36,5,3,0,11261.0,26
812019933,1,65,1,1,2,2,3,1,56,3,3,2,2468.0,46
708557358,1,43,1,2,3,2,4,1,28,4,2,3,22157.0,55
713580633,1,46,1,3,5,2,3,1,32,6,2,3,11477.0,27
711466533,1,43,0,2,5,2,2,1,33,5,2,2,3933.0,45
802276683,1,56,1,3,5,2,5,1,50,3,3,3,8022.0,31
780913308,1,43,1,3,1,4,4,1,34,6,2,0,13771.0,42
808897683,0,53,1,1,5,4,5,1,48,3,3,3,30271.0,47
719428308,1,50,1,2,4,1,4,1,41,6,2,2,3244.0,32
713010483,1,43,0,3,5,2,3,1,36,6,1,3,2936.0,57
717006333,1,54,1,3,4,2,5,1,36,6,1,2,1438.3,41
787621158,1,33,1,2,1,2,4,1,25,6,3,3,6242.0,59
716924058,1,58,0,2,2,2,3,1,49,3,1,3,6175.0,25
720916683,1,41,1,3,5,4,5,1,26,4,3,2,11806.0,31
720923658,1,48,1,3,6,4,4,1,39,5,2,2,4734.0,45
712710708,1,55,1,2,4,4,3,1,36,5,2,0,6244.0,40
718939083,0,54,0,2,5,2,2,1,45,3,1,3,1438.3,15
779519058,1,51,0,3,6,3,1,4,34,3,1,2,34516.0,40
719085933,1,35,1,3,5,4,5,1,24,4,1,2,23561.0,64
715124958,1,50,1,3,2,4,5,1,36,5,2,3,24742.0,31
712979133,0,55,1,4,4,2,5,1,41,2,2,2,27560.0,10
712006308,1,45,0,0,3,3,2,1,35,6,1,3,5923.0,35
710801133,1,34,1,2,2,2,4,1,36,6,1,2,8581.0,63
712490283,1,55,0,4,5,2,3,1,41,4,3,3,3156.0,48
720071583,0,48,0,2,1,2,2,1,36,5,1,3,7151.0,22
717958833,1,46,1,4,5,2,4,1,35,5,1,2,1535.0,25
812420358,0,61,0,0,5,2,2,1,56,3,3,3,2122.0,17
712370208,1,48,1,1,2,1,4,1,35,3,2,2,17131.0,37
715940358,1,51,0,1,5,2,2,1,42,6,2,2,5822.0,49
715041333,1,39,1,3,7,2,4,1,29,3,1,3,3537.0,43
712797258,1,43,1,3,5,2,6,1,33,3,1,3,34516.0,38
769170558,1,53,1,3,5,4,4,1,47,6,4,3,16320.0,41
715884858,1,38,1,2,4,2,5,1,36,5,3,3,2407.0,28
796343058,1,49,0,2,4,4,2,1,43,4,1,2,3538.0,38
783910008,1,37,0,0,1,2,2,1,31,5,2,2,2684.0,60
718888308,1,53,1,3,5,4,5,1,36,4,3,2,34516.0,33
785114808,1,46,1,2,6,4,3,2,40,4,2,2,15459.0,30
709852908,1,44,0,3,2,4,2,1,36,5,3,3,4307.0,37
823528833,1,50,0,1,1,4,2,1,46,4,2,3,2081.0,29
719679858,1,58,0,2,2,2,3,1,47,3,2,2,2848.0,27
827108583,1,55,1,3,4,4,6,1,51,3,1,3,34516.0,26
787833333,1,44,1,3,3,1,5,1,35,6,1,2,6361.0,38
719781183,1,57,1,4,4,2,5,1,38,4,1,3,15428.0,40
710429358,1,57,1,1,4,2,3,1,48,5,1,3,2544.0,30
798792408,0,48,1,3,4,2,5,1,42,1,1,3,9959.0,24
710280558,1,51,1,1,5,4,4,1,39,3,3,2,8796.0,18
809825358,1,53,0,3,2,2,2,1,48,6,1,3,3428.0,34
714451833,1,45,0,1,7,4,2,1,36,6,2,2,1438.3,34
713943783,1,41,1,4,6,2,4,1,32,5,3,2,18001.0,25
710706558,1,51,0,4,5,4,2,1,42,3,1,3,2680.0,33
713620308,1,46,0,2,4,2,2,1,35,6,4,3,4675.0,34
813453408,1,40,0,5,3,2,2,1,35,3,1,3,2448.0,30
818248383,1,33,1,2,7,2,4,1,28,3,3,3,4049.0,35
780106908,1,53,1,1,4,4,5,1,38,6,2,2,8154.0,26
708938508,1,63,1,1,4,2,3,1,36,5,3,2,4559.0,35
709671708,1,61,1,0,2,4,5,1,36,4,2,1,19354.0,32
711204483,0,56,1,4,4,2,4,1,46,3,3,3,2340.0,15
801728658,1,53,1,2,5,4,4,1,47,6,3,0,13848.0,38
713945883,0,62,0,2,5,2,2,1,52,4,2,2,2490.0,20
779558733,1,50,0,4,1,2,1,2,36,6,1,2,32156.0,39
788370258,1,37,1,4,5,2,4,1,30,5,3,2,2578.0,64
714927333,1,62,0,0,5,2,1,1,52,6,3,2,9050.0,43
710383158,1,49,1,3,2,4,5,2,41,4,1,2,34516.0,47
798007308,1,57,0,3,4,2,1,1,51,6,1,0,8362.0,41
711768858,1,55,1,2,4,2,5,1,36,3,2,3,6514.0,20
714888633,1,50,1,1,5,2,5,1,42,3,3,4,4051.0,57
712650333,1,48,1,3,3,2,4,1,37,3,3,2,11959.0,40
719945433,1,60,0,1,2,3,3,1,48,3,2,2,2070.0,53
720310458,1,46,1,1,1,4,6,1,32,5,2,1,11840.0,49
718344033,1,47,1,2,3,2,6,1,35,4,3,2,3636.0,59
715442958,1,54,1,2,2,2,4,1,36,3,3,3,11067.0,38
780326883,1,53,1,2,7,2,4,1,40,3,3,3,11262.0,61
711157833,1,56,0,3,5,4,3,1,36,4,1,0,5108.0,41
719704308,1,56,0,4,4,2,3,1,36,5,1,1,2072.0,32
708772308,1,41,1,3,2,2,5,1,24,4,3,3,4119.0,35
817663908,1,60,0,1,5,2,3,1,42,5,3,3,5903.0,27
780054258,1,40,1,5,5,1,3,1,25,6,2,3,7860.0,35
709990983,1,49,0,3,6,2,3,1,36,6,2,2,5918.0,26
818045958,1,46,1,4,5,4,3,1,41,5,3,2,6741.0,46
716380683,1,36,0,3,4,2,2,1,36,6,1,2,3880.0,39
787480158,1,57,0,2,1,2,2,1,45,4,2,0,2494.0,39
778461408,1,38,1,1,4,2,5,1,23,4,3,2,22149.0,36
713861733,1,50,1,3,5,3,5,1,36,4,3,1,34516.0,65
789291633,1,62,1,0,5,2,4,1,51,3,2,0,5450.0,45
789513858,0,43,1,3,1,2,3,1,35,2,2,3,1438.3,28
778357458,1,44,0,5,1,4,2,1,24,4,3,3,2003.0,42
718325883,1,39,1,2,2,4,3,1,32,6,3,2,7723.0,22
720344658,1,38,1,2,3,2,5,1,23,4,1,1,18226.0,43
809292483,1,44,0,4,3,2,2,1,39,4,2,2,8128.0,32
779791008,1,43,1,3,4,2,5,1,32,6,2,3,5851.0,38
779557533,1,54,1,1,6,4,5,1,40,6,3,3,10260.0,50
795904233,1,38,0,3,1,4,1,1,32,5,1,0,26945.0,40
710573808,1,55,1,2,1,4,4,1,36,6,3,3,2243.0,31
717418158,1,42,1,5,1,1,6,1,36,4,1,2,34516.0,34
771963708,0,56,1,3,1,2,4,1,45,5,3,2,12248.0,25
712433508,0,59,0,1,1,2,1,1,50,3,2,3,1438.3,16
779320983,1,46,1,4,2,4,5,1,28,4,3,2,19843.0,49
718093233,1,55,0,2,6,2,2,1,45,3,3,3,2163.0,47
719459358,1,52,1,1,7,2,6,1,41,4,2,2,33864.0,48
717728808,1,39,0,2,5,2,2,1,26,3,1,2,4531.0,40
788701608,1,42,0,4,5,4,2,1,26,5,2,3,2950.0,32
778506633,0,43,0,4,3,2,2,1,23,6,2,3,7706.0,27
719989008,1,47,0,1,4,1,1,1,36,5,1,0,25657.0,25
791839233,1,42,0,4,1,3,1,1,36,5,3,2,17536.0,28
716918508,1,39,1,1,3,4,3,1,24,4,3,3,3770.0,49
717321783,1,50,1,1,2,4,4,1,45,5,2,2,10344.0,47
799000008,1,57,1,2,6,3,6,1,51,4,1,1,26437.0,36
721517208,1,41,1,4,1,2,2,1,30,4,6,1,2450.0,29
719068683,1,52,0,1,4,2,3,1,36,5,1,2,3136.0,25
709120008,1,43,1,2,4,4,4,1,36,4,3,2,6976.0,39
709117533,1,42,1,3,4,4,5,1,36,4,3,1,21134.0,35
816594183,1,58,0,2,2,2,3,1,53,6,2,3,2019.0,62
789485433,1,42,1,4,3,2,5,1,34,3,2,3,34516.0,67
712881483,1,55,1,1,6,2,5,1,45,5,3,3,9959.0,45
712689333,1,38,1,2,1,4,5,1,28,4,3,2,20241.0,31
771492408,1,40,0,2,5,2,2,1,28,3,1,2,2421.0,30
711668283,1,48,1,4,2,2,5,1,37,5,6,3,30948.0,35
772684833,1,32,0,1,1,2,2,1,22,3,3,2,2642.0,42
712960308,1,33,0,2,4,4,2,1,36,4,1,1,8070.0,61
713530833,0,58,1,2,5,2,3,1,48,2,3,3,4085.0,15
756065433,1,26,1,0,1,4,3,1,19,5,2,2,2187.0,46
710997183,1,46,1,0,1,2,4,3,36,3,3,2,34516.0,39
711146358,1,39,0,1,5,2,1,1,29,4,3,2,3358.0,33
716144058,1,36,0,1,3,4,3,1,25,6,3,3,1888.0,66
778699908,0,43,1,2,2,2,4,1,24,2,3,3,14447.0,29
713571258,1,45,1,2,1,4,4,2,26,6,3,2,32349.0,41
711676908,1,51,0,3,3,2,1,1,36,3,2,3,12605.0,56
719315508,1,62,0,0,1,2,3,1,36,4,2,2,2964.0,25
778623858,1,58,1,0,2,2,5,1,38,6,3,3,3785.0,49
714665733,1,42,1,4,5,4,4,1,36,5,1,0,2727.0,26
816089433,1,49,1,4,7,2,4,1,44,3,1,1,3343.0,31
716991933,0,53,0,3,2,4,2,1,35,6,3,1,9786.0,25
714534108,1,45,0,2,4,2,3,1,36,4,1,3,6407.0,47
787456608,1,29,1,2,4,2,5,1,15,6,2,2,4158.0,37
717090183,1,60,1,1,7,2,6,1,50,6,1,2,21697.0,48
772782708,1,50,1,3,6,4,5,1,40,5,2,2,31383.0,56
710722908,1,53,1,3,7,4,6,1,36,3,1,0,30883.0,23
795155433,1,45,1,3,1,2,5,1,38,6,3,1,12918.0,33
715271733,1,50,0,2,2,4,2,1,37,3,3,0,8520.0,35
771706308,1,46,1,2,7,4,5,1,34,4,3,2,14310.0,34
713989233,1,61,1,0,6,2,1,1,53,6,2,3,14434.0,32
780198258,1,46,1,4,3,4,6,1,36,5,2,1,7793.0,39
802002858,0,62,0,1,4,2,1,1,56,2,1,2,8990.0,19
716290233,1,43,0,3,5,2,3,1,33,6,2,3,4343.0,35
828298908,1,54,1,4,5,2,6,1,50,4,2,0,2872.0,47
788946783,1,50,1,2,1,4,6,1,36,5,1,3,9697.0,50
720697908,1,35,1,2,4,2,3,1,21,3,3,1,2967.0,58
780598383,1,35,1,3,7,4,3,1,23,4,3,2,2148.0,65
715345833,1,36,0,1,4,4,2,1,36,6,3,1,6116.0,56
710831133,1,42,1,3,1,2,5,1,36,5,2,2,18085.0,47
766706358,1,39,0,2,1,2,2,1,32,6,3,0,2524.0,33
816533733,1,50,1,1,1,2,5,1,45,5,2,2,33951.0,44
712373208,0,43,1,3,7,4,4,1,35,3,3,2,3312.0,19
721433283,1,39,0,1,4,4,3,1,20,3,2,2,9956.0,39
720680058,1,47,1,2,6,2,2,1,36,6,1,3,3888.0,37
